sku;Price 1_net_price;RRP_net_price;stock;image 1;image 2;image 3;image 4;image 5;image 6;image 7;image 8;image 9;Model;Year Manufactur;Case size specific;Brand;Case thickness;Barcode;Item Location;Dispatch Days;Title IT;Description IT;Brand Description IT;Series;Os;Storage;Connectivity;Compatibility;Altimeter;Atomic radio;Compass;Heart rate monitor;Pedometer;Lunar fases;Time zones;Indicator tide;Load indicator;Light;Booster;Alarm;Tachometer;Termometer;EAN Code;UPC Code;Category;Water Resistance;Gender IT;Style IT;Movement IT;Powered by IT;Movement manufacturer IT;Movement engine IT;Age group IT;Calendar type IT;Chronograph IT;Case shape IT;Case material IT;Case colour IT;Case finish IT;Display Type IT;Glass type IT;Dial colour IT;Dial shape IT;Band material IT;Band colour IT;Band clasp type IT;Currency
MK6359;80.91;228.69;12;https://mediagallery.kiums.com/images/mk6359-01.jpg;https://mediagallery.kiums.com/images/mk6359-02.jpg;https://mediagallery.kiums.com/images/mk6359-03.jpg;https://mediagallery.kiums.com/images/mk6359-06.jpg;https://mediagallery.kiums.com/images/mk6359-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;2010-Now;43 mm;Michael Kors;13 mm;EAN;IT;1;Michael Kors Bradshaw MK6359 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK6359 modello Bradshaw, Cassa in Acciaio Inossidabile di Diametro 43 mm, quadrante Oro rosa, vetro Minerale e cinturino in Acciaio di colore Multicolore;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Bradshaw;;;;;;;;;;;;;;;;;;;4053858661653;796483252110;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Oro rosa;Circolare;Acciaio;Multicolore;Bracciale chiusura a scatto;EUR
DZ4466;97.65;228.69;9;https://mediagallery.kiums.com/images/dz4466-01.jpg;https://mediagallery.kiums.com/images/dz4466-02.jpg;https://mediagallery.kiums.com/images/dz4466-03.jpg;https://mediagallery.kiums.com/images/dz4466-04.jpg;https://mediagallery.kiums.com/images/dz4466-06.jpg;https://mediagallery.kiums.com/images/dz4466-07.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;2010-Now;51 mm;Diesel;13 mm;EAN;IT;1;Diesel Mega Chief DZ4466 Orologio Uomo al Quarzo;Orologio Uomo Diesel DZ4466 modello Mega Chief, Cassa in Acciaio Inossidabile di Diametro 51 mm, quadrante Grigio, vetro Minerale e cinturino in Acciaio di colore Grigio;Forte, deciso, arrogante. Un orologio Diesel è concepito per durare nel tempo. Il marchio di Renzo Rosso non ha abbandonato il suo motto quando ha cominciato a realizzare orologi. Gli orologi Diesel incarnano la filosofia del brand, sono segnatempo fatti per osare e per farsi notare. Pezzi iconici della famiglia Diesel sono il Diesel Mega Chief, un cronografo maschile extra large con un eccezionale movimento al quarzo e un cinturino in acciaio inossidabile, la serie Diesel Timeframe, con quattro quadranti, oppure la famosa serie Diesel Daddy, cronografi maschili dal cinturino in pelle per polsi che non passeranno di certo inosservati. Forme geometriche, squadrate, seducenti e accattivanti per degli orologi dallo stile decisamente unico al mondo.;Mega Chief;;;;;;;;;;;;;;;;;;;4053858932807;698615125449;Wristwatch;100 m (10 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;;Cronografo;Circolare;Acciaio Inossidabile;Grigio;Lucido;Analogico;Minerale;Grigio;Circolare;Acciaio;Grigio;Bracciale chiusura a scatto;EUR
HB1513677;157.15;368.03;0;https://mediagallery.kiums.com/images/hb1513677-01.jpg;https://mediagallery.kiums.com/images/hb1513677-04.jpg;https://mediagallery.kiums.com/images/hb1513677-05.jpg;https://mediagallery.kiums.com/images/hb1513677-07.jpg;https://mediagallery.kiums.com/images/hb-box.jpg;;;;;;2010-Now;41 mm;HUGO BOSS;11mm;UPC;IT;1;Hugo Boss Sport Intensity HB1513677 Orologio Uomo al Quarzo;Orologio Uomo Hugo Boss HB1513677 modello Sport Intensity, Cassa in Acciaio Inossidabile di Diametro 41mm, quadrante Blu, vetro Minerale e cinturino in Acciaio di colore Grigio;Hugo Boss si può fregiare del titolo di brand dell'uomo moderno e i suoi orologi non ne fanno eccezione. Grazie al loro design impeccabile e senza tempo possono completare qualsiasi tipo di abbigliamento, da quello più casual fino al look più ricercato. Hugo Boss offre uno stile unico, forte e deciso e lo mette al servizio della più moderna tecnologia grazie a materiali di alta qualità e alla precisione dell'ingegneria meccanica.;Sport Intensity;;;;;;;;;;;;;;;;;;;;7613272313605;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Grigio;Lucido;Analogico;Minerale;Blu;Circolare;Acciaio;Grigio;Bracciale chiusura a scatto;EUR
MK3513;57.71;163.11;0;https://mediagallery.kiums.com/images/mk3513-01.jpg;https://mediagallery.kiums.com/images/mk3513-02.jpg;https://mediagallery.kiums.com/images/mk3513-03.jpg;https://mediagallery.kiums.com/images/mk3513-04.jpg;https://mediagallery.kiums.com/images/mk3513-06.jpg;https://mediagallery.kiums.com/images/mk3513-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;2010-Now;34 mm;Michael Kors;8 mm;UPC;IT;1;Michael Kors Mini Slim Runway MK3513 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK3513 modello Mini Slim Runway, Cassa in Acciaio Inossidabile di Diametro 34 mm, quadrante Oro rosa, vetro Minerale e cinturino in Acciaio di colore Oro rosa;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Mini Slim Runway;;;;;;;;;;;;;;;;;;;;796483258884;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;Minerale;Oro rosa;Circolare;Acciaio;Oro rosa;Bracciale chiusura a scatto;EUR
MK3514;57.71;163.11;0;https://mediagallery.kiums.com/images/mk3514-01.jpg;https://mediagallery.kiums.com/images/mk3514-02.jpg;https://mediagallery.kiums.com/images/mk3514-03.jpg;https://mediagallery.kiums.com/images/mk3514-06.jpg;https://mediagallery.kiums.com/images/mk3514-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;2010-Now;34 mm;Michael Kors;8 mm;UPC;IT;1;Michael Kors Mini Slim Runway MK3514 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK3514 modello Mini Slim Runway, Cassa in Acciaio Inossidabile di Diametro 34 mm, quadrante Argento, vetro Minerale e cinturino in Acciaio di colore Argento;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Mini Slim Runway;;;;;;;;;;;;;;;;;;;;796483258891;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Argento;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
MK4339;57.71;163.11;0;https://mediagallery.kiums.com/images/mk4339-01.jpg;https://mediagallery.kiums.com/images/mk4339-02.jpg;https://mediagallery.kiums.com/images/mk4339-03.jpg;https://mediagallery.kiums.com/images/mk4339-04.jpg;https://mediagallery.kiums.com/images/mk4339-06.jpg;https://mediagallery.kiums.com/images/mk4339-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;2010-Now;38 mm;Michael Kors;7 mm;EAN;IT;1;Michael Kors Pyper MK4339 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK4339 modello Pyper, Cassa in Acciaio Inossidabile di Diametro 38 mm, quadrante Oro, vetro Minerale e cinturino in Acciaio di colore Oro;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Pyper;;;;;;;;;;;;;;;;;;;4013496283884;796483431737;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Oro;Circolare;Acciaio;Oro;Bracciale chiusura a scatto;EUR
AR60012;112.81;318.85;0;https://mediagallery.kiums.com/images/ar60012-01.jpg;https://mediagallery.kiums.com/images/ar60012-02.jpg;https://mediagallery.kiums.com/images/ar60012-03.jpg;https://mediagallery.kiums.com/images/ar60012-04.jpg;https://mediagallery.kiums.com/images/ar60012-06.jpg;https://mediagallery.kiums.com/images/ar60012-07.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;2010-Now;43 mm;Emporio Armani;12 mm;UPC;IT;1;Emporio Armani Meccanico AR60012 Orologio Uomo al Meccanico;Orologio Uomo Emporio Armani AR60012 modello Meccanico, Cassa in Acciaio Inossidabile di Diametro 43 mm, quadrante Nero, vetro Minerale e cinturino in Vera Pelle di colore Nero;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Meccanico;;;;;;;;;;;;;;;;;;;;723763211895;Wristwatch;50 m (5 ATM);Uomo;Casual;Meccanico;Automatico;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Nero;Opaco;Analogico;Minerale;Nero;Circolare;Vera Pelle;Nero;Cinturino doppio;EUR
MK3282;57.71;163.11;0;https://mediagallery.kiums.com/images/mk3282-01.jpg;https://mediagallery.kiums.com/images/mk3282-03.jpg;https://mediagallery.kiums.com/images/mk3282-04.jpg;https://mediagallery.kiums.com/images/mk3282-06.jpg;https://mediagallery.kiums.com/images/mk3282-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;2010-Now;43 mm;Michael Kors;8mm;UPC;IT;1;Michael Kors Parker MK3282 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK3282 modello Parker, Cassa in Acciaio Inossidabile di Diametro 43mm, quadrante Oro, vetro Minerale e cinturino in Acciaio di colore Oro;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Parker;;;;;;;;;;;;;;;;;;;;796483098190;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Oro;Circolare;Acciaio;Oro;Cinturino doppio;EUR
MK3365;80.91;228.69;1;https://mediagallery.kiums.com/images/mk3365-01.jpg;https://mediagallery.kiums.com/images/mk3365-02.jpg;https://mediagallery.kiums.com/images/mk3365-03.jpg;https://mediagallery.kiums.com/images/mk3365-04.jpg;https://mediagallery.kiums.com/images/mk3365-06.jpg;https://mediagallery.kiums.com/images/mk3365-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;2010-Now;33 mm;Michael Kors;8mm;UPC;IT;1;Michael Kors Darci MK3365 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK3365 modello Darci, Cassa in Acciaio Inossidabile di Diametro 33mm, quadrante Oro, vetro Minerale e cinturino in Acciaio di colore Oro;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Darci;;;;;;;;;;;;;;;;;;;4053858370159;796483142336;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Oro;Circolare;Acciaio;Oro;Bracciale chiusura a scatto;EUR
MK3366;80.91;228.69;3;https://mediagallery.kiums.com/images/mk3366-01.jpg;https://mediagallery.kiums.com/images/mk3366-02.jpg;https://mediagallery.kiums.com/images/mk3366-03.jpg;https://mediagallery.kiums.com/images/mk3366-04.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;;2010-Now;33 mm;Michael Kors;8mm;UPC;IT;1;Michael Kors Parker MK3366 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK3366 modello Parker, Cassa in Acciaio Inossidabile di Diametro 33mm, quadrante Oro rosa, vetro Minerale e cinturino in Acciaio di colore Oro rosa;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Parker;;;;;;;;;;;;;;;;;;;4053858370166;796483142343;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;Minerale;Oro rosa;Circolare;Acciaio;Oro rosa;Bracciale chiusura a scatto;EUR
MK3398;80.91;228.69;0;https://mediagallery.kiums.com/images/mk3398-01.jpg;https://mediagallery.kiums.com/images/mk3398-03.jpg;https://mediagallery.kiums.com/images/mk3398-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;;;2010-Now;39 mm;Michael Kors;7mm;UPC;IT;1;Michael Kors Parker MK3398 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK3398 modello Parker, Cassa in Acciaio Inossidabile di Diametro 39mm, quadrante Oro, vetro Minerale e cinturino in Acciaio di colore Oro;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Parker;;;;;;;;;;;;;;;;;;;4053858469402;796483174979;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Oro;Circolare;Acciaio;Oro;Bracciale chiusura a scatto;EUR
MK4338;57.71;163.11;0;https://mediagallery.kiums.com/images/mk4338-01.jpg;https://mediagallery.kiums.com/images/mk4338-02.jpg;https://mediagallery.kiums.com/images/mk4338-03.jpg;https://mediagallery.kiums.com/images/mk4338-04.jpg;https://mediagallery.kiums.com/images/mk4338-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;2010-Now;38 mm;Michael Kors;7mm;UPC;IT;1;Michael Kors Pyper MK4338 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK4338 modello Pyper, Cassa in Acciaio Inossidabile di Diametro 38mm, quadrante Argento, vetro Minerale e cinturino in Acciaio di colore Argento;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Pyper;;;;;;;;;;;;;;;;;;;;796483431744;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Argento;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
MK4340;57.71;163.11;0;https://mediagallery.kiums.com/images/mk4340-01.jpg;https://mediagallery.kiums.com/images/mk4340-02.jpg;https://mediagallery.kiums.com/images/mk4340-04.jpg;https://mediagallery.kiums.com/images/mk4340-05.jpg;https://mediagallery.kiums.com/images/mk4340-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;2010-Now;38 mm;Michael Kors;7mm;UPC;IT;1;Michael Kors Pyper MK4340 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK4340 modello Pyper, Cassa in Acciaio Inossidabile di Diametro 38mm, quadrante Oro rosa, vetro Minerale e cinturino in Acciaio di colore Oro rosa;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Pyper;;;;;;;;;;;;;;;;;;;;796483431720;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;Minerale;Oro rosa;Circolare;Acciaio;Oro rosa;Bracciale chiusura a scatto;EUR
MK5720;159.21;450.00;5;https://mediagallery.kiums.com/images/mk5720-01.jpg;https://mediagallery.kiums.com/images/mk5720-02.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;;;;2010-Now;44 mm;Michael Kors;10mm;UPC;IT;1;Michael Kors Camille MK5720 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK5720 modello Camille, Cassa in Acciaio Inossidabile di Diametro 44mm, quadrante Oro, vetro Minerale e cinturino in Acciaio di colore Oro;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Camille;;;;;;;;;;;;;;;;;;;;691464950330;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Oro;Circolare;Acciaio;Oro;Bracciale chiusura a scatto;EUR
AR1692;57.71;163.11;0;https://mediagallery.kiums.com/images/ar1692-01.jpg;https://mediagallery.kiums.com/images/ar1692-02.jpg;https://mediagallery.kiums.com/images/ar1692-03.jpg;https://mediagallery.kiums.com/images/ar1692-06.jpg;https://mediagallery.kiums.com/images/ar1692-07.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;;2010-Now;41 mm;Emporio Armani;10mm;UPC;IT;1;Emporio Armani Classic AR1692 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR1692 modello Classic, Cassa in Acciaio Inossidabile di Diametro 41mm, quadrante Nero, vetro Minerale e cinturino in Vera Pelle di colore Nero;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Classic;;;;;;;;;;;;;;;;;;;;723763202169;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Nero;Circolare;Vera Pelle;Nero;Cinturino doppio;EUR
AR1979;118.61;335.25;6;https://mediagallery.kiums.com/images/ar1979-01.jpg;https://mediagallery.kiums.com/images/ar1979-02.jpg;https://mediagallery.kiums.com/images/ar1979-03.jpg;https://mediagallery.kiums.com/images/ar1979-04.jpg;https://mediagallery.kiums.com/images/ar1979-06.jpg;https://mediagallery.kiums.com/images/ar1979-07.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;2010-Now;46 mm;Emporio Armani;12mm;UPC;IT;1;Emporio Armani Classic AR1979 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR1979 modello Classic, Cassa in Acciaio Inossidabile di Diametro 46mm, quadrante Blu, vetro Minerale e cinturino in Acciaio di colore Grigio;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Classic;;;;;;;;;;;;;;;;;;;;723763245425;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Grigio;Smaltato;Analogico;Minerale;Blu;Circolare;Acciaio;Grigio;Cinturino a fascia;EUR
AR2500;57.71;163.11;0;https://mediagallery.kiums.com/images/ar2500-01.jpg;https://mediagallery.kiums.com/images/ar2500-02.jpg;https://mediagallery.kiums.com/images/ar2500-03.jpg;https://mediagallery.kiums.com/images/ar2500-04.jpg;https://mediagallery.kiums.com/images/ar2500-07.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;;2010-Now;43 mm;Emporio Armani;9mm;UPC;IT;1;Emporio Armani Classic AR2500 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR2500 modello Classic, Cassa in Acciaio Inossidabile di Diametro 43mm, quadrante Nero, vetro Minerale e cinturino in Vera Pelle di colore Nero;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Classic;;;;;;;;;;;;;;;;;;;;723763245364;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Nero;Circolare;Vera Pelle;Nero;Cinturino doppio;EUR
